Player,Tm,Age,Pos,G_P,GS,Tgt,Rec_P,Ctch%,Yds_P,TD_P,1D,Succ%,Y/Tgt,R/G,Y/G,Fmb,G,Rec,Yds,Avg,TD,Plays_S,Yds_S,Avg_S,TD_S,Conf,School,Height,Weight,40yd,Vertical,Broad Jump,Drafted,OvrPick
Jermaine Gresham,CIN,22,TE,15,10,83.0,52,62.7%,471,4,26,50.6,5.7,3.5,31.4,2.0,14.0,51.5,734.0,14.2,12.5,52.0,736.5,14.15,12.5,Big 12,Oklahoma,6-5,261.0,4.66,35.0,113.0,True,21.0
Jordan Shipley,CIN,25,WR,15,4,74.0,52,70.3%,600,3,31,52.7,8.1,3.5,40.0,0.0,13.333333333333334,77.33333333333333,987.3333333333334,13.366666666666667,9.666666666666666,80.33333333333333,1004.6666666666666,12.833333333333334,9.666666666666666,Big 12,Texas,5-11,193.0,4.6,36.5,116.0,True,148.0
Tony Moeaki,KAN,23,TE,15,15,73.0,47,64.4%,556,3,31,53.4,7.6,3.1,37.1,0.0,10.0,30.0,387.0,12.9,4.0,30.0,387.0,12.9,4.0,Big Ten,Iowa,6-3,245.0,4.69,34.0,113.0,True,157.0
Dez Bryant,DAL,22,WR,12,2,73.0,45,61.6%,561,6,23,45.2,7.7,3.8,46.8,1.0,12.5,65.0,1051.0,15.75,12.5,66.0,1059.0,15.6,12.5,Big 12,Oklahoma State,6-2,225.0,4.52,35.5,35.5,True,24.0
Aaron Hernandez,NWE,21,TE,14,7,64.0,45,70.3%,563,6,27,54.7,8.8,3.2,40.2,0.0,13.5,51.0,615.5,11.85,5.0,51.5,623.5,11.899999999999999,5.0,SEC,Florida,6-2,245.0,4.64,35.5,35.5,True,209.0
Rob Gronkowski,NWE,21,TE,16,11,59.0,42,71.2%,546,10,30,64.4,9.3,2.6,34.1,1.0,11.0,37.5,598.5,16.55,8.0,37.5,598.5,16.55,8.0,Pac-10,Arizona,6-6,264.0,4.68,35.5,35.5,True,74.0
David Gettis,CAR,23,WR,15,13,67.0,37,55.2%,508,3,24,47.8,7.6,2.5,33.9,0.0,12.0,37.333333333333336,491.0,13.200000000000001,1.0,37.333333333333336,491.0,13.200000000000001,1.0,Big 12,Baylor,6-3,217.0,4.43,34.5,124.0,True,358.0
Blair White,IND,23,WR,13,4,57.0,36,63.2%,355,5,24,52.6,6.2,2.8,27.3,1.0,13.0,56.5,824.5,14.7,5.0,57.0,823.5,14.5,5.0,Big Ten,Michigan State,6-2,209.0,4.49,33.5,115.0,False,225.0
Emmanuel Sanders,PIT,23,WR,13,1,50.0,28,56.0%,376,2,18,54.0,7.5,2.2,28.9,2.0,11.666666666666666,79.66666666666667,1062.0,13.333333333333334,8.333333333333334,82.0,1073.3333333333333,13.133333333333333,8.333333333333334,CUSA,SMU,5-11,186.0,4.4,39.5,126.0,True,146.0
Arrelious Benn,TAM,22,WR,15,9,38.0,25,65.8%,395,2,17,57.9,10.4,1.7,26.3,1.0,12.333333333333334,53.0,740.3333333333334,13.700000000000001,2.3333333333333335,73.66666666666667,834.3333333333334,11.299999999999999,3.3333333333333335,Big Ten,Illinois,6-1,219.0,4.57,37.0,118.0,True,71.0
Jacoby Ford,OAK,23,WR,16,9,54.0,25,46.3%,470,2,19,40.7,8.7,1.6,29.4,3.0,13.5,55.5,744.5,13.4,5.0,73.5,853.5,11.6,6.0,ACC,Clemson,5-9,186.0,4.28,33.5,115.0,True,204.0
Demaryius Thomas,DEN,23,WR,10,2,39.0,22,56.4%,283,2,15,43.6,7.3,2.2,28.3,3.0,13.0,40.0,779.6666666666666,19.033333333333335,5.0,41.333333333333336,790.3333333333334,18.7,5.0,ACC,Georgia Tech,6-3,224.0,4.52,35.5,35.5,True,22.0
Dexter McCluster,KAN,21,WR,11,7,39.0,21,53.8%,209,1,11,41.0,5.4,1.9,19.0,2.0,11.333333333333334,38.333333333333336,490.3333333333333,12.700000000000001,2.0,137.0,1119.3333333333333,9.233333333333334,6.666666666666667,SEC,Mississippi,5-9,172.0,4.53,37.5,118.0,True,68.0
Andrew Quarless,GNB,22,TE,13,3,33.0,21,63.6%,238,1,13,54.5,7.2,1.6,18.3,1.0,13.0,41.0,536.0,13.1,3.0,41.0,536.0,13.1,3.0,Big Ten,Penn State,6-4,254.0,4.68,32.0,112.0,True,282.0
Golden Tate,SEA,22,WR,11,0,39.0,21,53.8%,227,0,8,43.6,5.8,1.9,20.6,1.0,12.5,75.5,1288.0,17.35,12.5,90.5,1399.5,16.0,14.0,Ind,Notre Dame,5-10,199.0,4.42,35.0,120.0,True,92.0
Danario Alexander,STL,24,WR,8,2,37.0,20,54.1%,306,1,12,45.9,8.3,2.5,38.3,0.0,11.5,75.0,1099.0,13.55,8.0,78.5,1119.5,13.05,8.0,Big 12,Missouri,6-5,215.0,4.62,35.5,35.5,False,225.0
Antonio Brown,PIT,22,WR,9,0,19.0,16,84.2%,167,0,11,68.4,8.8,1.8,18.6,1.0,13.666666666666666,101.66666666666667,1066.3333333333333,10.466666666666667,7.333333333333333,125.66666666666667,1243.3333333333333,9.866666666666667,8.666666666666666,MAC,Central Michigan,5-10,186.0,4.56,33.5,105.0,True,355.0
Damian Williams,TEN,22,WR,16,1,28.0,16,57.1%,219,0,10,42.9,7.8,1.0,13.7,0.0,12.5,64.0,939.5,14.7,7.5,67.0,969.0,14.5,7.5,Pac-10,USC,6-1,197.0,4.52,38.0,118.0,True,141.0
Seyi Ajirotutu,SDG,23,WR,10,0,23.0,13,56.5%,262,2,12,56.5,11.4,1.3,26.2,0.0,12.333333333333334,41.666666666666664,654.3333333333334,15.866666666666665,4.0,41.666666666666664,654.3333333333334,15.866666666666665,4.333333333333333,WAC,Fresno State,6-3,204.0,4.6,36.0,115.0,False,225.0
Michael Hoomanawanui,STL,22,TE,8,3,22.0,13,59.1%,146,3,9,40.9,6.6,1.6,18.3,0.0,12.0,25.0,312.0,12.5,2.0,25.0,312.0,12.5,2.0,Big Ten,Illinois,6-4,264.0,4.77,35.5,35.5,True,260.0
Ed Dickson,BAL,23,TE,15,3,23.0,11,47.8%,152,1,5,30.4,6.6,0.7,10.1,0.0,13.0,40.0,504.0,12.700000000000001,4.0,41.666666666666664,513.3333333333334,12.4,4.0,Pac-10,Oregon,6-4,249.0,4.59,34.0,115.0,True,134.0
Stephen Williams,ARI,24,WR,11,3,23.0,9,39.1%,101,0,5,30.4,4.4,0.8,9.2,0.0,12.0,74.33333333333333,1005.0,13.5,6.666666666666667,74.33333333333333,1005.0,13.5,6.666666666666667,MAC,Toledo,6-4,210.0,4.5,36.5,125.0,False,225.0
Riley Cooper,PHI,23,WR,13,2,18.0,7,38.9%,116,1,5,38.9,6.4,0.5,8.9,0.0,14.0,51.0,961.0,18.8,9.0,52.0,975.0,18.8,9.0,SEC,Florida,6-3,222.0,4.53,33.0,114.0,True,287.0
Dezmon Briscoe,TAM,21,WR,2,0,7.0,6,85.7%,93,1,4,57.1,13.3,3.0,46.5,0.0,12.333333333333334,73.0,1080.0,14.233333333333334,10.333333333333334,74.33333333333333,1092.3333333333333,14.166666666666666,10.666666666666666,Big 12,Kansas,6-2,207.0,4.66,33.0,115.0,True,351.0
Eric Decker,DEN,23,WR,14,0,8.0,6,75.0%,106,1,4,62.5,13.3,0.4,7.6,3.0,10.666666666666666,67.0,913.6666666666666,13.866666666666667,7.0,71.66666666666667,950.0,13.566666666666668,7.333333333333333,Big Ten,Minnesota,6-3,217.0,4.54,35.5,35.5,True,151.0
Mardy Gilyard,STL,24,WR,11,2,16.0,6,37.5%,63,0,4,31.3,3.9,0.5,5.7,1.0,13.333333333333334,68.0,1001.0,14.799999999999999,8.333333333333334,70.33333333333333,1009.6666666666666,14.5,8.666666666666666,Big East,Cincinnati,6-0,187.0,4.61,39.0,116.0,True,195.0
Verran Tucker,KAN,22,WR,11,2,19.0,6,31.6%,114,1,5,31.6,6.0,0.5,10.4,0.0,13.0,29.0,453.0,15.6,1.0,29.0,453.0,15.6,1.0,Pac-10,California,6-2,200.0,4.65,35.5,35.5,False,225.0
Preston Parker,TAM,23,WR,9,0,9.0,4,44.4%,42,0,3,44.4,4.7,0.4,4.7,0.0,11.5,51.0,581.5,11.05,2.5,82.0,760.0,9.25,3.5,ACC,Florida State,5-11,199.0,4.59,35.0,117.0,False,225.0
Taylor Price,NWE,23,WR,1,0,4.0,3,75.0%,41,0,3,75.0,10.3,3.0,41.0,0.0,12.666666666666666,46.666666666666664,647.3333333333334,13.9,4.666666666666667,54.0,695.6666666666666,12.799999999999999,4.666666666666667,MAC,Ohio,6-0,204.0,4.4,37.0,114.0,True,154.0
Brandon Banks,WAS,23,WR,13,0,5.0,2,40.0%,10,0,1,20.0,2.0,0.2,0.8,2.0,12.0,61.5,877.0,14.149999999999999,5.0,70.5,995.0,14.05,5.5,Big 12,Kansas State,5-7,149.0,4.37,31.0,113.0,False,225.0
Dennis Pitta,BAL,25,TE,11,0,5.0,1,20.0%,1,0,0,0.0,0.2,0.1,0.1,0.0,13.0,68.0,908.3333333333334,13.4,6.333333333333333,68.0,908.3333333333334,13.4,6.333333333333333,MWC,BYU,6-4,245.0,4.68,34.0,113.0,True,210.0
Kyle Williams,SFO,22,WR,5,0,1.0,1,100.0%,8,0,0,0.0,8.0,0.2,1.6,0.0,11.0,44.75,554.625,12.4,4.25,49.75,586.25,11.8125,4.25,MWC,Arizona State,5-10,188.0,4.4,33.0,118.0,True,366.0
Jeron Mastrud,MIA,23,TE,8,2,1.0,0,0.0%,0,0,0,0.0,0.0,0.0,0.0,0.0,12.0,34.0,375.5,10.95,1.0,34.0,375.5,10.95,1.0,Big 12,Kansas State,6-5,256.0,4.82,35.5,35.5,False,225.0
Carlton Mitchell,CLE,22,WR,5,0,1.0,0,0.0%,0,0,0,0.0,0.0,0.0,0.0,0.0,12.333333333333334,35.0,549.3333333333334,15.566666666666668,3.0,36.666666666666664,557.3333333333334,15.133333333333333,3.0,Big East,South Florida,6-3,215.0,4.46,36.0,122.0,True,337.0
David Reed,BAL,23,WR,13,0,1.0,0,0.0%,0,0,0,0.0,0.0,0.0,0.0,0.0,13.0,53.0,807.5,15.9,5.5,55.5,817.0,15.5,6.0,MWC,Utah,6-0,191.0,4.56,37.0,114.0,True,284.0
A.J. Green,CIN,23,WR,15,15,115.0,65,56.5%,1057,7,40,46.1,9.2,4.3,70.5,1.0,10.666666666666666,55.333333333333336,873.0,15.766666666666666,7.666666666666667,57.666666666666664,908.0,15.733333333333334,7.666666666666667,SEC,Georgia,6-4,211.0,4.48,34.5,126.0,True,4.0
Greg Little,CLE,22,WR,16,12,119.0,61,51.3%,709,2,34,42.9,6.0,3.8,44.3,0.0,13.0,62.0,724.0,11.7,5.0,91.0,890.0,9.8,6.0,ACC,North Carolina,6-2,231.0,4.51,40.5,129.0,True,91.0
Julio Jones,ATL,22,WR,13,13,95.0,54,56.8%,959,8,36,43.2,10.1,4.2,73.8,1.0,13.333333333333334,59.666666666666664,884.3333333333334,14.766666666666666,5.0,63.0,930.6666666666666,14.633333333333333,5.666666666666667,SEC,Alabama,6-3,220.0,4.34,38.5,135.0,True,6.0
Torrey Smith,BAL,22,WR,16,14,95.0,50,52.6%,841,7,34,42.1,8.9,3.1,52.6,1.0,12.5,64.0,939.5,14.6,8.5,74.0,972.5,13.15,9.0,ACC,Maryland,6-1,204.0,4.41,41.0,126.0,True,90.0
Titus Young,DET,22,WR,16,9,86.0,48,55.8%,607,6,33,47.7,7.1,3.0,37.9,1.0,13.333333333333334,64.66666666666667,965.0,14.933333333333332,8.0,78.66666666666667,1064.3333333333333,13.433333333333332,10.0,WAC,Boise State,5-11,174.0,4.43,35.5,123.0,True,76.0
Denarius Moore,OAK,23,WR,13,10,76.0,33,43.4%,618,5,26,39.5,8.1,2.5,47.5,1.0,13.0,43.5,760.5,17.2,8.0,48.5,813.0,16.4,8.5,SEC,Tennessee,6-0,194.0,4.43,36.0,118.0,True,276.0
Jeremy Kerley,NYJ,23,WR,14,1,47.0,29,61.7%,314,1,19,51.1,6.7,2.1,22.4,3.0,13.0,50.0,553.5,11.2,6.0,66.0,627.0,9.55,8.5,MWC,TCU,5-9,189.0,4.56,34.5,120.0,True,281.0
Austin Pettis,STL,23,WR,12,3,48.0,27,56.3%,256,0,14,45.8,5.3,2.3,21.3,2.0,13.0,57.25,709.5,12.175,9.75,57.5,706.75,12.075,9.75,WAC,Boise State,6-3,209.0,4.56,33.5,120.0,True,142.0
Greg Salas,STL,23,WR,6,0,38.0,27,71.1%,264,0,11,42.1,6.9,4.5,44.0,3.0,13.666666666666666,94.0,1436.6666666666667,15.166666666666666,8.333333333333334,94.0,1436.6666666666667,15.166666666666666,8.333333333333334,WAC,Hawaii,6-1,210.0,4.53,37.0,120.0,True,208.0
Dane Sanzenbacher,CHI,23,WR,16,1,54.0,27,50.0%,276,3,16,44.4,5.1,1.7,17.3,0.0,13.0,45.5,759.0,16.5,8.5,48.5,770.0,15.75,9.0,Big Ten,Ohio State,5-11,182.0,4.56,33.5,118.0,False,225.0
Kyle Rudolph,MIN,22,TE,15,8,39.0,26,66.7%,249,3,15,46.2,6.4,1.7,16.6,0.0,9.666666666666666,30.0,344.0,11.466666666666667,2.6666666666666665,30.0,344.0,11.466666666666667,2.6666666666666665,Ind,Notre Dame,6-6,259.0,4.83,35.5,35.5,True,75.0
Randall Cobb,GNB,21,WR,15,0,31.0,25,80.6%,375,1,15,74.2,12.1,1.7,25.0,3.0,12.5,61.5,732.0,11.8,5.5,136.0,1230.5,9.05,13.0,SEC,Kentucky,5-10,191.0,4.46,33.5,115.0,True,96.0
Vincent Brown,SDG,22,WR,14,4,40.0,19,47.5%,329,2,17,47.5,8.2,1.4,23.5,0.0,11.0,52.25,777.5,14.525,5.75,54.0,786.0,14.2,5.75,MWC,San Diego State,5-11,187.0,4.68,33.5,121.0,True,146.0
Leonard Hankerson,WAS,22,WR,4,2,20.0,13,65.0%,163,0,8,60.0,8.2,3.3,40.8,0.0,13.0,58.5,978.5,16.950000000000003,9.5,58.5,978.5,16.950000000000003,9.5,ACC,Miami (FL),6-1,209.0,4.4,36.0,117.0,True,143.0
Rob Housler,ARI,23,TE,12,2,26.0,12,46.2%,133,0,5,30.8,5.1,1.0,11.1,1.0,12.5,35.5,574.0,16.15,4.0,36.5,586.5,16.05,4.0,Sun Belt,Florida Atlantic,6-5,248.0,4.46,37.0,117.0,True,133.0
Zack Pianalto,TAM,22,TE,13,0,5.0,4,80.0%,40,0,2,80.0,8.0,0.3,3.1,0.0,9.0,29.0,283.0,9.666666666666666,0.6666666666666666,29.0,283.0,9.666666666666666,0.6666666666666666,ACC,North Carolina,6-3,256.0,4.78,32.0,108.0,False,225.0
Weslye Saunders,PIT,22,WR,16,6,8.0,4,50.0%,29,1,3,37.5,3.6,0.3,1.8,0.0,12.0,32.0,353.0,11.0,3.0,32.0,353.0,11.0,3.0,SEC,South Carolina,6-5,270.0,4.93,33.5,116.0,False,225.0
Lee Smith,BUF,24,TE,10,3,4.0,4,100.0%,11,0,0,0.0,2.8,0.4,1.1,0.0,12.0,31.5,361.5,12.0,2.0,32.0,364.0,11.8,2.0,CUSA,Marshall,6-6,266.0,4.94,29.0,108.0,True,287.0
Ryan Whalen,CIN,22,WR,4,0,5.0,4,80.0%,27,0,2,60.0,5.4,1.0,6.8,0.0,12.0,46.333333333333336,624.3333333333334,13.1,2.3333333333333335,46.333333333333336,624.3333333333334,13.1,2.3333333333333335,Pac-10,Stanford,6-1,202.0,4.53,38.5,123.0,True,327.0
Virgil Green,DEN,23,TE,15,3,5.0,3,60.0%,24,0,2,60.0,4.8,0.2,1.6,0.0,14.0,35.0,515.0,14.7,5.0,39.0,534.0,13.7,5.0,WAC,Nevada,6-3,249.0,4.54,42.5,130.0,True,396.0
Niles Paul,WAS,22,WR,13,2,5.0,2,40.0%,25,0,2,40.0,5.0,0.2,1.9,0.0,13.0,39.5,656.0,16.549999999999997,2.5,43.5,687.0,15.8,3.0,Big 12,Nebraska,6-1,224.0,4.45,34.5,117.0,True,283.0
D.J. Williams,GNB,23,TE,13,0,4.0,2,50.0%,13,0,0,0.0,3.3,0.2,1.0,0.0,12.666666666666666,49.0,587.0,12.1,3.3333333333333335,49.0,587.0,12.1,3.3333333333333335,SEC,Arkansas,6-2,245.0,4.59,33.5,111.0,True,269.0
Tandon Doss,BAL,22,WR,6,0,2.0,0,0.0%,0,0,0,0.0,0.0,0.0,0.0,0.0,11.5,70.0,834.0,11.85,6.0,91.0,979.0,10.75,7.0,Big Ten,Indiana,6-2,201.0,4.62,35.5,35.5,True,219.0
Jerrel Jernigan,NYG,22,WR,8,0,2.0,0,0.0%,0,0,0,0.0,0.0,0.0,0.0,0.0,12.5,65.5,782.0,11.95,4.5,98.5,1005.0,10.05,5.75,Sun Belt,Troy,5-9,185.0,4.46,37.5,124.0,True,147.0
Jeff Maehl,HOU,22,WR,3,0,1.0,0,0.0%,0,0,0,0.0,0.0,0.0,0.0,0.0,13.0,56.333333333333336,731.0,12.633333333333333,7.666666666666667,60.666666666666664,757.0,12.233333333333334,7.666666666666667,Pac-10,Oregon,6-1,190.0,4.56,33.5,115.0,False,225.0
Jamar Newsome,JAX,24,WR,2,0,1.0,0,0.0%,0,0,0,0.0,0.0,0.0,0.0,0.0,14.0,37.0,616.0,16.6,3.0,40.0,631.0,15.8,4.0,CUSA,Central Florida,6-0,200.0,4.46,38.5,129.0,False,225.0
Justin Blackmon,JAX,22,WR,16,14,132.0,64,48.5%,865,5,41,43.9,6.6,4.0,54.1,1.0,12.5,116.5,1652.0,14.3,19.0,120.5,1694.0,14.149999999999999,19.5,Big 12,Oklahoma State,6-1,207.0,4.46,35.5,35.5,True,5.0
Kendall Wright,TEN,23,WR,15,5,104.0,64,61.5%,626,4,38,49.0,6.0,4.3,41.7,1.0,12.5,75.5,1001.0,12.95,7.5,94.25,1107.25,11.5,8.0,Big 12,Baylor,5-10,196.0,4.49,38.5,121.0,True,20.0
T.Y. Hilton,IND,23,WR,15,1,90.0,50,55.6%,861,7,30,48.9,9.6,3.3,57.4,1.0,12.5,57.25,882.75,16.15,6.0,74.5,1007.25,13.875,7.75,Sun Belt,Florida International,5-9,183.0,4.34,35.5,35.5,True,156.0
Dwayne Allen,IND,22,TE,16,16,66.0,45,68.2%,521,3,30,56.1,7.9,2.8,32.6,1.0,13.5,41.5,485.5,11.65,4.5,41.5,485.5,11.65,4.5,ACC,Clemson,6-3,255.0,4.85,32.0,110.0,True,128.0
Michael Floyd,ARI,23,WR,16,3,86.0,45,52.3%,562,2,26,46.5,6.5,2.8,35.1,1.0,10.75,67.75,921.5,14.4,9.25,68.75,929.0,14.275,9.5,Ind,Notre Dame,6-3,220.0,4.4,36.5,122.0,True,13.0
Chris Givens,STL,23,WR,15,12,80.0,42,52.5%,698,3,25,41.3,8.7,2.8,46.5,0.0,11.833333333333334,47.166666666666664,685.1666666666666,14.700000000000001,5.833333333333333,55.5,721.8333333333334,13.216666666666667,6.166666666666667,MAC,Wake Forest,5-11,198.0,4.35,33.5,118.0,True,192.0
T.J. Graham,BUF,23,TE,15,11,58.0,31,53.4%,322,1,15,37.9,5.6,2.1,21.5,0.0,12.5,30.75,424.25,13.25,4.25,31.75,422.25,12.8,4.25,Sun Belt,North Carolina State,5-11,188.0,4.34,33.5,120.0,True,133.0
Coby Fleener,IND,24,TE,12,10,48.0,26,54.2%,281,2,14,47.9,5.9,2.2,23.4,0.0,13.0,31.0,550.5,17.55,8.5,31.0,550.5,17.55,8.5,Pac-12,Stanford,6-6,247.0,4.51,35.5,35.5,True,66.0
Alshon Jeffery,CHI,22,WR,10,6,48.0,24,50.0%,367,3,17,47.9,7.6,2.4,36.7,0.0,13.333333333333334,61.0,1014.0,16.466666666666665,7.666666666666667,61.0,1014.0,16.466666666666665,7.666666666666667,SEC,South Carolina,6-3,216.0,4.48,35.5,35.5,True,77.0
Ryan Broyles,DET,24,WR,10,3,32.0,22,68.8%,310,2,16,65.6,9.7,2.2,31.0,0.0,12.0,87.25,1146.5,13.45,11.25,91.0,1170.75,13.1,11.5,Big 12,Oklahoma,5-10,192.0,4.57,35.5,35.5,True,86.0
Jarius Wright,MIN,23,WR,7,1,36.0,22,61.1%,310,2,14,44.4,8.6,3.1,44.3,0.0,12.666666666666666,49.666666666666664,862.0,17.433333333333334,7.333333333333333,50.0,865.0,17.333333333333332,7.333333333333333,SEC,Arkansas,5-10,182.0,4.39,38.0,120.0,True,214.0
Stephen Hill,NYJ,21,WR,11,8,47.0,21,44.7%,252,3,17,42.6,5.4,1.9,22.9,0.0,13.0,28.0,820.0,29.3,5.0,32.0,849.0,26.5,5.0,ACC,Georgia Tech,6-4,215.0,4.36,39.5,133.0,True,75.0
Rueben Randle,NYG,21,WR,16,1,32.0,19,59.4%,298,3,13,53.1,9.3,1.2,18.6,1.0,13.5,43.0,730.5,16.9,5.5,43.0,730.5,16.9,5.5,SEC,LSU,6-3,210.0,4.55,31.0,121.0,True,95.0
Travis Benjamin,CLE,23,WR,14,3,37.0,18,48.6%,298,2,13,48.6,8.1,1.3,21.3,1.0,12.333333333333334,37.666666666666664,617.6666666666666,16.5,3.3333333333333335,44.333333333333336,645.6666666666666,14.533333333333333,3.3333333333333335,ACC,Miami (FL),5-10,172.0,4.31,38.0,119.0,True,196.0
Marvin Jones,CIN,22,WR,11,5,32.0,18,56.3%,201,1,11,53.1,6.3,1.6,18.3,0.0,12.666666666666666,51.666666666666664,754.0,14.666666666666666,4.333333333333333,55.333333333333336,792.6666666666666,14.466666666666667,4.666666666666667,Pac-12,California,6-2,199.0,4.46,33.0,112.0,True,294.0
Juron Criner,OAK,23,WR,12,0,33.0,16,48.5%,151,1,10,42.4,4.6,1.3,12.6,1.0,12.333333333333334,67.33333333333333,923.6666666666666,13.533333333333333,10.333333333333334,73.0,966.6666666666666,13.066666666666668,10.333333333333334,Pac-12,Arizona,6-2,224.0,4.66,38.0,117.0,True,296.0
Mohamed Sanu,CIN,23,WR,9,3,25.0,16,64.0%,154,4,10,56.0,6.2,1.8,17.1,0.0,12.666666666666666,70.0,754.3333333333334,10.833333333333334,4.0,111.66666666666667,972.0,8.633333333333333,7.0,Big East,Rutgers,6-1,211.0,4.62,36.0,126.0,True,147.0
Rishard Matthews,MIA,23,WR,8,1,20.0,11,55.0%,151,0,7,50.0,7.6,1.4,18.9,0.0,13.0,73.5,1121.5,15.35,6.5,78.5,1159.0,14.95,7.5,WAC,Nevada,6-0,217.0,4.54,36.0,35.5,True,419.0
Keshawn Martin,HOU,22,WR,16,1,28.0,10,35.7%,85,1,6,21.4,3.0,0.6,5.3,1.0,12.5,49.0,585.5,12.05,2.5,67.5,720.5,10.75,3.5,Big Ten,Michigan State,5-11,188.0,4.42,39.5,122.0,True,217.0
Orson Charles,CIN,21,TE,16,6,10.0,8,80.0%,101,0,5,70.0,10.1,0.5,6.3,0.0,13.5,35.5,498.0,14.5,3.5,35.5,498.0,14.5,3.5,SEC,Georgia,6-2,251.0,4.73,35.5,35.5,True,212.0
Josh Cooper,CLE,23,WR,6,0,19.0,8,42.1%,106,0,6,36.8,5.6,1.3,17.7,0.0,12.5,69.5,725.5,10.45,4.0,72.0,746.5,10.350000000000001,4.0,Big 12,Oklahoma State,5-11,190.0,4.65,35.5,35.5,False,225.0
James Hanna,DAL,23,TE,16,2,11.0,8,72.7%,86,0,4,63.6,7.8,0.5,5.4,0.0,13.0,27.0,381.0,14.1,2.0,27.0,381.0,14.1,2.0,Big 12,Oklahoma,6-4,252.0,4.43,36.0,122.0,True,346.0
David Paulson,PIT,23,TE,16,5,11.0,7,63.6%,51,0,1,63.6,4.6,0.4,3.2,1.0,14.0,31.0,438.0,14.1,6.0,31.0,438.0,14.1,6.0,Pac-12,Oregon,6-3,246.0,4.79,32.0,110.0,True,432.0
Devon Wylie,KAN,24,WR,6,1,12.0,6,50.0%,53,0,2,25.0,4.4,1.0,8.8,0.0,13.0,56.0,716.0,12.8,1.0,64.0,764.0,11.9,1.0,WAC,Fresno State,5-9,187.0,4.36,39.0,123.0,True,203.0
Jarrett Boykin,GNB,23,WR,10,0,6.0,5,83.3%,27,0,1,66.7,4.5,0.5,2.7,0.0,13.5,46.0,721.0,16.025,4.5,46.0,721.0,16.025,4.75,ACC,Virginia Tech,6-2,217.0,4.62,36.0,123.0,False,225.0
Ladarius Green,SDG,22,TE,4,1,4.0,4,100.0%,56,0,1,50.0,14.0,1.0,14.0,0.0,10.333333333333334,42.333333333333336,644.3333333333334,15.533333333333333,5.666666666666667,42.666666666666664,651.0,15.566666666666668,5.666666666666667,Sun Belt,Louisiana-Lafayette,6-6,238.0,4.45,34.5,124.0,True,206.0
Jermaine Kearse,SEA,22,WR,7,1,7.0,3,42.9%,31,0,2,42.9,4.4,0.4,4.4,0.0,12.666666666666666,53.333333333333336,856.6666666666666,16.066666666666666,9.0,54.333333333333336,861.6666666666666,15.833333333333334,9.333333333333334,Pac-12,Washington,6-1,209.0,4.5,34.0,119.0,False,225.0
Joe Adams,CAR,23,WR,9,0,1.0,1,100.0%,7,0,0,0.0,7.0,0.1,0.8,4.0,11.75,41.0,602.5,15.05,4.25,47.75,664.5,14.125,4.75,SEC,Arkansas,5-11,179.0,4.51,36.0,123.0,True,200.0
Chris Owusu,TAM,22,WR,5,0,4.0,1,25.0%,24,0,1,25.0,6.0,0.2,4.8,0.0,10.0,32.333333333333336,484.6666666666667,14.966666666666667,3.3333333333333335,37.666666666666664,543.3333333333334,14.5,3.3333333333333335,Pac-12,Stanford,6-0,196.0,4.36,40.5,129.0,False,225.0
Jordan White,NYJ,24,WR,3,0,3.0,1,33.3%,13,0,1,33.3,4.3,0.3,4.3,0.0,11.333333333333334,95.66666666666667,1323.3333333333333,13.733333333333334,10.333333333333334,97.0,1342.0,13.666666666666666,10.333333333333334,MAC,West. Michigan,6-0,208.0,4.63,35.0,119.0,True,436.0
A.J. Jenkins,SFO,23,WR,3,0,1.0,0,0.0%,0,0,0,0.0,0.0,0.0,0.0,0.0,13.0,73.0,1011.0,13.75,7.5,75.5,1024.0,13.5,7.5,Big Ten,Illinois,6-0,190.0,4.37,38.5,124.0,True,30.0
Marvin McNutt,PHI,23,WR,4,0,2.0,0,0.0%,0,0,0,0.0,0.0,0.0,0.0,0.0,13.0,56.333333333333336,950.0,17.333333333333332,9.333333333333334,58.666666666666664,971.0,17.133333333333333,9.333333333333334,Big Ten,Iowa,6-3,216.0,4.48,37.0,122.0,True,354.0
Keenan Allen,SDG,21,WR,15,14,105.0,71,67.6%,1046,8,54,61.9,10.0,4.7,69.7,2.0,11.0,68.33333333333333,856.6666666666666,12.166666666666666,5.666666666666667,78.33333333333333,933.3333333333334,11.666666666666666,6.333333333333333,Pac-12,California,6-2,206.0,4.58,35.5,35.5,True,140.0
Ace Sanders,JAX,22,WR,15,4,87.0,51,58.6%,484,1,22,34.5,5.6,3.4,32.3,0.0,13.0,37.0,457.0,12.5,5.5,40.5,465.0,11.6,5.5,SEC,South Carolina,5-7,173.0,4.58,32.0,117.0,True,197.0
Marlon Brown,BAL,22,WR,14,12,82.0,49,59.8%,524,7,30,47.6,6.4,3.5,37.4,0.0,8.0,27.0,469.0,17.4,4.0,27.0,469.0,17.4,4.0,SEC,Georgia,6-4,213.0,4.63,35.5,35.5,False,225.0
Cordarrelle Patterson,MIN,22,WR,16,6,77.0,45,58.4%,469,4,19,36.4,6.1,2.8,29.3,0.0,12.0,46.0,778.0,16.9,5.0,71.0,1086.0,15.3,8.0,SEC,Tennessee,6-2,216.0,4.42,37.0,128.0,True,29.0
