Year,Player,Pos,School,Height,Weight,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,Drafted,Round,Pick
2016,Mehdi Abdesmad,DE,Boston Col.,6-6,284.0,5.1,29.5,25.0,108.0,7.55,4.62,False,,
2016,Vernon Adams,QB,Oregon,5-11,200.0,4.83,29.5,,114.0,6.82,4.2,False,,
2016,Jerell Adams,TE,South Carolina,6-5,247.0,4.64,32.5,,117.0,7.05,4.31,True,6,184
2016,Bralon Addison,WR,Oregon,5-9,197.0,4.66,34.5,13.0,116.0,6.95,4.14,False,,
2016,Roberto Aguayo,K,Florida State,6-0,207.0,4.96,,,,,,True,2,59
2016,Dominique Alexander,ILB,Oklahoma,6-0,232.0,4.64,28.5,17.0,104.0,,,False,,
2016,Mackensie Alexander,CB,Clemson,5-10,190.0,4.43,,11.0,,,,True,2,54
2016,Vadal Alexander,OT,LSU,6-5,326.0,5.57,24.0,25.0,95.0,8.04,4.9,True,7,234
2016,Brandon Allen,QB,Arkansas,6-1,217.0,4.84,28.0,,110.0,7.06,4.33,True,6,201
2016,Jack Allen,C,Michigan State,6-1,294.0,5.29,26.5,23.0,101.0,7.9,4.73,False,,
2016,Geronimo Allison,WR,Illinois,6-3,196.0,4.67,33.0,,127.0,7.4,4.28,False,,
2016,Stephen Anderson,TE,California,6-2,230.0,4.59,38.0,16.0,119.0,,,False,,
2016,Eli Apple,CB,Ohio State,6-1,199.0,4.4,,13.0,,,,True,1,10
2016,Demarcus Ayers,WR,Houston,5-9,182.0,4.72,33.0,,123.0,,,True,7,229
2016,Sterling Bailey,DE,Georgia,6-4,285.0,5.23,30.0,20.0,111.0,7.46,4.73,False,,
2016,Peyton Barber,RB,Auburn,5-10,228.0,4.64,32.5,20.0,111.0,7.0,4.21,False,,
2016,Jimmy Bean,DE,Oklahoma State,6-5,264.0,4.87,,20.0,,,,False,,
2016,Willie Beavers,OT,West. Michigan,6-5,321.0,5.28,25.5,20.0,103.0,7.96,4.71,True,4,121
2016,Vonn Bell,S,Ohio State,5-11,199.0,4.52,,16.0,,,,True,2,61
2016,Caleb Benenoch,OT,UCLA,6-5,311.0,4.98,28.0,,104.0,8.15,5.11,True,5,148
2016,Andrew Billings,DT,Baylor,6-1,311.0,5.05,27.5,31.0,113.0,8.05,4.82,True,4,122
2016,Ronald Blair,DE,Appalachian State,6-2,284.0,5.15,30.0,32.0,113.0,7.95,4.53,True,5,142
2016,Austin Blythe,C,Iowa,6-2,298.0,5.36,27.5,29.0,99.0,7.52,4.53,True,7,248
2016,Briean Boddy-Calhoun,CB,Minnesota,5-9,193.0,4.47,35.0,10.0,123.0,7.16,4.22,False,,
2016,Evan Boehm,C,Missouri,6-2,302.0,5.33,28.5,24.0,96.0,7.52,4.69,True,4,128
2016,Devante Bond,OLB,Oklahoma,6-1,235.0,4.7,37.5,21.0,121.0,7.07,4.36,True,6,183
2016,Devontae Booker,RB,Utah,5-11,219.0,4.56,,22.0,,,,True,4,136
2016,Joey Bosa,DE,Ohio State,6-5,269.0,4.86,32.0,24.0,120.0,6.89,4.21,True,1,3
2016,Tyler Boyd,WR,Pittsburgh,6-1,197.0,4.58,34.0,11.0,119.0,6.9,4.35,True,2,55
2016,Trevone Boykin,QB,TCU,6-0,212.0,4.77,32.0,,110.0,,4.4,False,,
2016,James Bradberry,CB,Samford,6-1,211.0,4.5,36.0,16.0,124.0,6.91,4.21,True,2,62
2016,Ben Braunecker,TE,Harvard,6-3,250.0,4.73,35.5,20.0,121.0,6.9,4.2,False,,
2016,Jake Brendel,C,UCLA,6-3,303.0,5.01,28.0,25.0,108.0,7.31,4.27,False,,
2016,Jacoby Brissett,QB,North Carolina State,6-4,231.0,4.94,31.0,,113.0,7.17,4.53,True,3,91
2016,Kentrell Brothers,OLB,Missouri,6-0,245.0,4.89,28.5,19.0,110.0,6.99,4.11,True,5,160
2016,Anthony Brown,CB,Purdue,5-11,192.0,4.33,35.0,19.0,115.0,7.03,4.19,True,6,189
2016,Beniquez Brown,OLB,Mississippi State,6-1,229.0,4.77,31.0,18.0,110.0,7.07,4.28,False,,
2016,Chris Brown,WR,Notre Dame,6-2,194.0,4.48,,,,,,False,,
2016,Lamarcus Brutus,S,Florida State,6-0,206.0,4.76,33.0,14.0,114.0,7.08,4.33,False,,
2016,Deforest Buckner,DE,Oregon,6-7,291.0,5.05,32.0,,116.0,7.51,4.47,True,1,7
2016,Jonathan Bullard,DE,Florida,6-3,285.0,4.93,32.0,23.0,116.0,7.31,4.56,True,3,72
2016,Aaron Burbridge,WR,Michigan State,6-0,206.0,4.56,30.5,20.0,115.0,7.22,4.31,True,6,213
2016,Artie Burns,CB,Miami (FL),6-0,193.0,4.46,31.5,,,,,True,1,25
2016,Juston Burris,CB,North Carolina State,6-0,212.0,4.53,36.5,19.0,122.0,7.1,4.4,True,4,118
2016,Deon Bush,S,Miami (FL),6-0,199.0,4.64,36.0,17.0,123.0,,,True,4,124
2016,Vernon Butler,DT,Louisiana Tech,6-4,323.0,5.33,29.5,26.0,104.0,7.82,4.76,True,1,30
2016,Devon Cajuste,WR,Stanford,6-4,234.0,4.62,36.0,12.0,123.0,6.49,4.2,False,,
2016,Shilique Calhoun,DE,Michigan State,6-4,251.0,4.82,35.0,23.0,115.0,6.97,4.25,True,3,75
2016,Taveze Calhoun,CB,Mississippi State,6-0,192.0,4.58,33.5,14.0,,,,False,,
2016,De'Vondre Campbell,OLB,Minnesota,6-4,232.0,4.58,34.0,16.0,116.0,,,True,4,115
2016,Maurice Canady,CB,Virginia,6-1,193.0,4.49,38.0,16.0,124.0,7.03,4.09,True,6,209
2016,Leonte Carroo,WR,Rutgers,6-0,211.0,4.5,35.5,14.0,120.0,,,True,3,86
2016,Tra Carson,RB,Texas A&M,5-11,227.0,4.63,,19.0,,,,False,,
2016,Tevin Carter,S,Utah,6-1,218.0,4.48,,19.0,,,,False,,
2016,Jeremy Cash,S,Duke,6-0,212.0,4.56,,,,,,False,,
2016,Joseph Cheek,OG,Texas A&M,6-6,295.0,5.27,,20.0,,,,False,,
2016,Kenny Clark,DT,UCLA,6-3,314.0,5.06,28.5,29.0,102.0,,4.62,True,1,27
2016,Le'Raven Clark,OT,Texas Tech,6-5,316.0,5.16,,18.0,,,,True,3,82
2016,Corey Coleman,WR,Baylor,5-11,194.0,4.42,40.5,17.0,129.0,,,True,1,15
2016,Shon Coleman,OT,Auburn,6-5,307.0,5.18,,22.0,,,,True,3,76
2016,Alex Collins,RB,Arkansas,5-10,217.0,4.59,28.5,18.0,113.0,,,True,5,171
2016,Maliek Collins,DT,Nebraska,6-2,311.0,5.03,29.5,25.0,109.0,7.53,4.52,True,3,67
2016,Jack Conklin,OT,Michigan State,6-6,308.0,5.0,30.0,25.0,103.0,7.63,4.57,True,1,8
2016,Connor Cook,QB,Michigan State,6-4,217.0,4.79,33.0,,113.0,7.21,4.28,True,4,100
2016,Fahn Cooper,OT,Mississippi,6-4,303.0,5.17,25.0,19.0,102.0,7.85,4.89,True,5,174
2016,Pharoh Cooper,WR,South Carolina,5-11,203.0,4.52,31.0,15.0,115.0,,,True,4,117
2016,Marshaun Coprich,RB,Illinois State,5-8,207.0,4.47,34.0,17.0,112.0,7.26,4.58,False,,
2016,Cody Core,WR,Mississippi,6-3,205.0,4.47,31.5,14.0,119.0,,,True,6,199
2016,Kamalei Correa,DE,Boise State,6-3,243.0,4.69,33.0,21.0,108.0,,,True,2,42
2016,James Cowser,DE,Southern Utah,6-3,248.0,4.82,31.5,21.0,111.0,6.8,4.31,False,,
2016,Brad Craddock,K,Maryland,6-0,186.0,4.88,,,,,,False,,
2016,Su'A Cravens,OLB,USC,6-1,226.0,4.58,27.0,16.0,114.0,,,True,2,53
2016,Ken Crawley,CB,Colorado,6-0,187.0,4.43,36.5,,119.0,,,False,,
2016,Joe Dahl,OT,Washington State,6-4,304.0,5.18,31.0,28.0,109.0,7.64,4.77,True,5,151
2016,Steven Daniels,ILB,Boston Col.,5-11,243.0,4.86,32.0,16.0,112.0,7.33,4.54,True,7,232
2016,Sean Davis,CB,Maryland,6-1,201.0,4.46,37.5,21.0,126.0,6.64,3.97,True,2,58
2016,Trevor Davis,WR,California,6-1,188.0,4.42,38.5,11.0,124.0,6.6,4.22,True,5,163
2016,Sheldon Day,DT,Notre Dame,6-1,293.0,5.07,30.0,21.0,102.0,7.44,4.5,True,4,103
2016,Taylor Decker,OT,Ohio State,6-7,310.0,5.23,29.0,20.0,101.0,7.7,4.76,True,1,16
2016,KJ Dillon,S,West Virginia,6-0,210.0,4.53,,11.0,121.0,,,True,5,159
2016,Kenneth Dixon,RB,Louisiana Tech,5-10,215.0,4.56,37.5,18.0,121.0,6.97,4.28,True,4,134
2016,Riley Dixon,P,Syracuse,6-4,221.0,5.04,,,,,,True,7,228
2016,Josh Doctson,WR,TCU,6-2,202.0,4.5,41.0,14.0,131.0,6.84,4.08,True,1,22
2016,Kevin Dodd,DE,Clemson,6-5,277.0,4.86,,,,,,True,2,33
2016,Brandon Doughty,QB,Western Kentucky,6-3,213.0,5.22,27.0,,103.0,7.49,4.52,True,7,223
2016,Kenyan Drake,RB,Alabama,6-1,210.0,4.45,34.5,10.0,123.0,7.04,4.21,True,3,73
2016,Spencer Drango,OT,Baylor,6-6,315.0,5.27,27.0,30.0,100.0,7.88,4.66,True,5,168
2016,Jeff Driskel,QB,Louisiana Tech,6-4,234.0,4.56,32.0,,122.0,7.19,4.25,True,6,207
2016,Thomas Duarte,TE,UCLA,6-2,231.0,4.72,33.5,12.0,118.0,6.97,4.24,True,7,231
2016,Lachlan Edwards,P,Sam Houston State,6-4,209.0,4.98,,,,,,False,,
2016,Parker Ehinger,OT,Cincinnati,6-6,310.0,5.26,27.5,,97.0,,,True,4,105
2016,Deandre Elliott,CB,Colorado State,6-1,188.0,4.55,41.0,,125.0,6.93,3.94,False,,
2016,Ezekiel Elliott,RB,Ohio State,6-0,225.0,4.47,32.5,,118.0,,,True,1,4
2016,Tyler Ervin,RB,San Jose State,5-10,192.0,4.41,39.0,17.0,130.0,,,True,4,119
2016,Kyler Fackrell,OLB,Utah State,6-5,245.0,4.72,34.5,15.0,121.0,,,True,3,88
2016,Ka'Imi Fairbairn,K,UCLA,5-11,183.0,4.96,,,,,,False,,
2016,Jason Fanaika,DE,Utah,6-2,271.0,4.92,35.5,23.0,113.0,7.06,4.39,False,,
2016,Travis Feeney,OLB,Washington,6-4,230.0,4.5,40.0,,130.0,7.2,4.42,True,6,220
2016,Josh Ferguson,RB,Illinois,5-9,198.0,4.48,34.5,21.0,120.0,,,False,,
2016,Leonard Floyd,OLB,Georgia,6-6,244.0,4.6,39.5,,127.0,,,True,1,9
2016,Josh Forrest,ILB,Kentucky,6-3,249.0,4.91,30.5,11.0,118.0,,,True,6,190
2016,D.J. Foster,WR,Arizona State,5-10,193.0,4.57,35.5,14.0,117.0,6.75,4.07,False,,
2016,Kavon Frazier,S,Central Michigan,6-0,217.0,4.53,,18.0,,,,True,6,212
2016,Kris Frost,OLB,Auburn,6-2,240.0,4.97,29.0,,113.0,,,False,,
2016,Kendall Fuller,CB,Virginia Tech,5-11,187.0,4.48,,15.0,,,,True,3,84
2016,Will Fuller,WR,Notre Dame,6-0,186.0,4.32,33.5,10.0,126.0,6.93,4.27,True,1,21
2016,Joshua Garnett,OG,Stanford,6-4,312.0,5.32,29.0,30.0,99.0,7.62,4.64,True,1,28
2016,Keyarris Garrett,WR,Tulsa,6-3,220.0,4.53,36.5,14.0,128.0,7.3,4.33,False,,
2016,Graham Glasgow,C,Michigan,6-6,307.0,5.13,25.0,23.0,106.0,7.63,4.63,True,3,95
2016,Jared Goff,QB,California,6-4,215.0,4.82,27.0,,110.0,7.17,4.47,True,1,1
2016,B.J. Goodson,OLB,Clemson,6-1,242.0,4.69,34.5,30.0,118.0,7.05,4.51,True,4,109
2016,Adam Gotsis,DT,Georgia Tech,6-4,287.0,4.88,,,,,,True,2,63
2016,T.J. Green,S,Clemson,6-2,209.0,4.34,35.5,13.0,129.0,,,True,2,57
2016,Darrell Greene,OG,San Diego State,6-3,321.0,5.2,21.5,28.0,98.0,8.07,4.98,False,,
2016,David Grinnage,TE,North Carolina State,6-5,248.0,4.9,29.5,,106.0,,,False,,
2016,Glenn Gronkowski,FB,Kansas State,6-2,239.0,4.71,33.0,17.0,120.0,7.1,4.45,False,,
2016,Christian Hackenberg,QB,Penn State,6-4,223.0,4.78,31.0,,114.0,7.04,4.33,True,2,51
2016,Tom Hackett,P,Utah,5-10,198.0,4.86,,,,,,False,,
2016,Joe Haeg,OT,North Dakota State,6-6,304.0,5.16,27.5,,111.0,7.47,4.47,True,5,155
2016,Deiondre Hall,CB,Northern Iowa,6-2,199.0,4.68,37.0,,127.0,7.07,4.06,False,,
2016,Javon Hargrave,DT,South Carolina State,6-1,309.0,4.93,34.5,29.0,109.0,7.9,4.7,True,3,89
2016,De'Vante Harris,CB,Texas A&M,5-11,176.0,4.56,38.5,,124.0,6.82,4.06,False,,
2016,Jerald Hawkins,OT,LSU,6-6,305.0,5.23,23.5,23.0,100.0,8.19,4.89,True,4,123
2016,Joel Heath,DT,Michigan State,6-5,293.0,5.02,33.0,26.0,113.0,7.44,4.52,False,,
2016,Temarrick Hemingway,TE,South Carolina State,6-5,244.0,4.71,30.5,18.0,115.0,6.88,4.31,True,6,177
2016,Derrick Henry,RB,Alabama,6-3,247.0,4.54,37.0,22.0,130.0,7.2,4.38,True,2,45
2016,Hunter Henry,TE,Arkansas,6-5,250.0,4.79,,13.0,,,,True,2,35
2016,Willie Henry,DT,Michigan,6-3,303.0,5.0,30.5,28.0,110.0,7.57,4.53,True,4,132
2016,Quayvon Hicks,FB,Georgia,6-1,259.0,4.82,,,,,,False,,
2016,Tyler Higbee,TE,Western Kentucky,6-6,249.0,4.77,,,,,,True,4,110
2016,Rashard Higgins,WR,Colorado State,6-1,196.0,4.64,32.0,13.0,116.0,,,True,5,172
2016,Kevin Hogan,QB,Stanford,6-3,218.0,4.78,32.5,,113.0,6.9,4.31,True,5,162
2016,Johnny Holton,WR,Cincinnati,6-1,190.0,4.54,31.5,8.0,123.0,,,False,,
2016,Austin Hooper,TE,Stanford,6-4,254.0,4.72,33.0,19.0,117.0,7.0,4.32,True,3,81
2016,Deandre Houston-Carson,S,William & Mary,6-1,201.0,4.54,32.5,13.0,115.0,7.15,4.28,True,6,185
2016,Jordan Howard,RB,Indiana,6-0,230.0,4.57,34.0,16.0,122.0,,,True,5,150
2016,Xavien Howard,CB,Baylor,6-0,201.0,4.58,33.0,11.0,122.0,7.18,4.15,True,2,38
2016,Germain Ifedi,OT,Texas A&M,6-6,324.0,5.27,32.5,24.0,109.0,,4.75,True,1,31
2016,Cleveland Wallace III,CB,San Jose State,5-11,188.0,4.68,35.5,,123.0,,,False,,
2016,Vernon Hargreaves III,CB,Florida,5-10,204.0,4.5,39.0,15.0,130.0,,3.98,True,1,11
2016,William Jackson III,CB,Houston,6-0,189.0,4.37,,10.0,116.0,,,True,1,24
2016,Scooby Wright III,ILB,Arizona,6-0,239.0,4.9,31.0,22.0,113.0,,4.47,True,7,250
2016,Matt Ioannidis,DT,Temple,6-3,299.0,5.03,28.0,32.0,108.0,7.78,4.71,True,5,152
2016,Myles Jack,OLB,UCLA,6-1,245.0,4.56,,19.0,,,,True,2,36
2016,Branden Jackson,DE,Texas Tech,6-4,273.0,5.06,31.5,20.0,113.0,7.4,4.77,False,,
2016,Dominick Jackson,OT,Alabama,6-5,313.0,5.38,26.0,20.0,97.0,,,False,,
2016,Andy Janovich,FB,Nebraska,6-1,238.0,4.81,34.0,30.0,119.0,7.28,4.32,True,6,176
2016,Quinton Jefferson,DT,Maryland,6-4,291.0,4.95,29.0,24.0,,7.95,4.37,True,5,147
2016,Jordan Jenkins,OLB,Georgia,6-3,259.0,4.8,36.5,16.0,121.0,,,True,3,83
2016,Austin Johnson,DT,Penn State,6-4,314.0,5.32,26.0,25.0,96.0,7.84,4.75,True,2,43
2016,C.J. Johnson,ILB,Mississippi,6-1,234.0,4.81,,,,,4.52,False,,
2016,Devon Johnson,RB,Marshall,6-0,238.0,4.64,,,,,,False,,
2016,Tyler Johnstone,OT,Oregon,6-5,301.0,5.21,30.5,24.0,104.0,7.31,4.6,False,,
2016,Cardale Jones,QB,Ohio State,6-5,253.0,4.81,36.0,,,,,True,4,139
2016,Cayleb Jones,WR,Arizona,6-3,209.0,4.65,33.5,9.0,,6.99,4.14,False,,
2016,Chris Jones,DT,Mississippi State,6-6,310.0,5.03,24.5,26.0,106.0,7.44,4.62,True,2,37
2016,Cyrus Jones,CB,Alabama,5-10,197.0,4.49,33.0,10.0,116.0,6.71,4.21,True,2,60
2016,Deion Jones,OLB,LSU,6-1,222.0,4.59,33.0,,120.0,,,True,2,52
2016,Jonathan Jones,CB,Auburn,5-9,186.0,4.33,36.0,19.0,123.0,7.25,4.25,False,,
2016,Karl Joseph,S,West Virginia,5-10,205.0,4.57,,,,,,True,1,14
2016,Matt Judon,DE,Grand Valley State,6-3,275.0,4.73,35.0,30.0,109.0,7.67,4.52,True,5,146
2016,Ufomba Kamalu,DE,Miami (FL),6-5,295.0,5.01,25.0,26.0,106.0,7.32,4.58,False,,
2016,Drew Kaser,P,Texas A&M,6-2,212.0,4.95,,,,,,True,6,179
2016,Nila Kasitati,OG,Oklahoma,6-3,317.0,5.32,27.5,12.0,107.0,8.3,4.83,False,,
2016,Bronson Kaufusi,DE,BYU,6-6,285.0,4.87,30.0,25.0,111.0,7.03,4.25,True,3,70
2016,Jayron Kearse,S,Clemson,6-4,216.0,4.62,31.5,16.0,124.0,7.06,,True,7,244
2016,Ryan Kelly,C,Alabama,6-4,311.0,5.03,30.0,26.0,103.0,7.58,4.59,True,1,18
2016,Cody Kessler,QB,USC,6-1,220.0,4.89,29.5,,104.0,7.32,4.0,True,3,93
2016,Miles Killebrew,S,Southern Utah,6-2,217.0,4.65,38.0,22.0,127.0,6.93,4.18,True,4,111
2016,Derrick Kindred,S,TCU,5-10,207.0,4.5,37.5,,123.0,7.05,4.29,True,4,129
2016,Raphael Kirby,ILB,Miami (FL),6-0,236.0,4.72,,27.0,,,,False,,
2016,Denver Kirkland,OT,Arkansas,6-4,335.0,5.55,22.5,19.0,94.0,8.72,5.06,False,,
2016,Marshall Koehn,K,Iowa,6-1,197.0,4.61,,,,,,False,,
2016,Nick Kwiatkoski,ILB,West Virginia,6-2,243.0,4.73,32.0,19.0,120.0,7.16,4.22,True,4,113
2016,Jimmy Landes,LS,Baylor,6-1,240.0,4.95,27.5,,110.0,7.05,4.38,True,6,210
2016,Daniel Lasco,RB,California,6-0,209.0,4.46,41.5,23.0,135.0,7.22,4.26,True,7,237
2016,Darius Latham,DT,Indiana,6-4,311.0,5.32,29.0,,100.0,7.76,4.63,False,,
2016,Kenny Lawler,WR,California,6-2,203.0,4.64,31.0,,111.0,7.13,4.2,True,7,243
2016,Nile Lawrence-Stample,DL,Florida State,6-1,320.0,5.24,,,,,,False,,
2016,Shaq Lawson,DE,Clemson,6-3,269.0,4.7,33.0,,120.0,7.16,4.21,True,1,19
2016,Darron Lee,OLB,Ohio State,6-1,232.0,4.47,35.5,17.0,133.0,7.12,4.2,True,1,20
2016,Alex Lewis,OT,Nebraska,6-6,312.0,5.22,29.5,27.0,100.0,7.94,4.72,True,4,130
2016,Roger Lewis,WR,Bowling Green,6-0,201.0,4.57,33.5,8.0,116.0,,,False,,
2016,Kolby Listenbee,WR,TCU,6-0,197.0,4.39,35.5,15.0,129.0,,,True,6,192
2016,Cory Littleton,OLB,Washington,6-3,238.0,4.73,29.5,,114.0,7.11,4.32,False,,
2016,Jordan Lomax,S,Iowa,5-10,202.0,4.75,36.0,8.0,120.0,7.18,4.15,False,,
2016,Steve Longa,ILB,Rutgers,6-1,241.0,4.78,32.0,19.0,116.0,7.5,4.56,False,,
2016,Ricardo Louis,WR,Auburn,6-2,215.0,4.43,38.0,18.0,132.0,,,True,4,114
2016,Dean Lowry,DE,Northwestern,6-6,296.0,4.87,32.5,30.0,114.0,7.26,4.38,True,4,137
2016,Jordan Lucas,S,Penn State,6-0,201.0,4.54,,,,,,True,6,204
2016,John Lunsford,K,Liberty,6-1,214.0,4.74,,,,,,False,,
2016,Paxton Lynch,QB,Memphis,6-7,244.0,4.86,36.0,,118.0,7.14,4.26,True,1,26
2016,Tre Madden,RB,USC,6-0,223.0,4.53,,24.0,,,,False,,
2016,Luther Maddy,DT,Virginia Tech,6-0,287.0,4.96,,29.0,,,,False,,
2016,Curt Maggitt,OLB,Tennessee,6-3,247.0,4.73,,,,,,False,,
2016,Ryan Malleck,TE,Virginia Tech,6-4,247.0,4.77,34.5,18.0,121.0,7.0,4.33,False,,
2016,Byron Marshall,WR,Oregon,5-9,201.0,4.42,,17.0,,,,False,,
2016,Jalin Marshall,WR,Ohio State,5-10,200.0,4.6,37.5,16.0,125.0,6.8,4.13,False,,
2016,Keith Marshall,RB,Georgia,5-11,219.0,4.31,30.5,25.0,,,,True,7,242
2016,Nick Martin,C,Notre Dame,6-4,299.0,5.22,28.0,28.0,97.0,7.57,4.72,True,2,50
2016,Blake Martinez,ILB,Stanford,6-2,237.0,4.71,28.5,22.0,113.0,6.98,4.2,True,4,131
2016,Tyler Marz,OT,Wisconsin,6-7,316.0,5.54,27.5,19.0,99.0,8.38,4.97,False,,
2016,Tyler Matakevich,OLB,Temple,6-0,238.0,4.81,31.0,22.0,112.0,7.19,4.5,True,7,246
2016,Chris Mayes,DL,Georgia,6-3,338.0,5.34,23.5,33.0,104.0,,5.13,False,,
2016,Alex McCalister,DE,Florida,6-6,239.0,4.8,34.5,,128.0,7.01,4.0,True,7,240
2016,Jake McGee,TE,Florida,6-5,250.0,4.83,,17.0,,,,False,,
2016,Connor McGovern,OG,Missouri,6-4,306.0,5.11,33.0,33.0,109.0,7.5,4.65,True,5,144
2016,Mekale McKay,WR,Cincinnati,6-4,207.0,4.55,35.0,12.0,123.0,7.08,4.63,False,,
2016,Cassanova McKinzy,ILB,Auburn,6-1,248.0,4.83,,21.0,,,,False,,
2016,Braxton Miller,WR,Ohio State,6-1,201.0,4.5,35.0,17.0,123.0,6.65,4.07,True,3,85
2016,Harlan Miller,CB,SE Louisiana,6-0,182.0,4.65,35.5,6.0,118.0,7.44,4.43,True,6,205
2016,Jalen Mills,S,LSU,6-0,191.0,4.61,37.0,16.0,123.0,6.86,4.0,True,7,233
2016,Malcolm Mitchell,WR,Georgia,6-0,198.0,4.45,36.0,15.0,129.0,6.94,4.34,True,4,112
2016,Will Monday,P,Duke,6-4,212.0,5.1,,,,,,False,,
2016,Chris Moore,WR,Cincinnati,6-1,206.0,4.53,37.0,10.0,130.0,6.76,4.2,True,4,107
2016,David Morgan,TE,Texas-San Antonio,6-4,262.0,,,,,,,True,6,188
2016,Antonio Morrison,ILB,Florida,6-1,232.0,4.76,,,,,,True,4,125
2016,Kyle Murphy,OT,Stanford,6-6,305.0,5.19,,23.0,,,,True,6,200
2016,Eric Murray,CB,Minnesota,5-11,199.0,4.49,39.5,15.0,124.0,7.08,4.05,True,4,106
2016,Carl Nassib,DE,Penn State,6-7,277.0,4.84,28.5,21.0,114.0,7.27,4.37,True,3,65
2016,Keanu Neal,S,Florida,6-0,211.0,4.62,38.0,17.0,132.0,7.09,4.38,True,1,17
2016,Stephane Nembot,OT,Colorado,6-7,322.0,5.39,26.5,32.0,103.0,8.55,5.15,False,,
2016,Giorgio Newberry,DE,Florida State,6-5,285.0,4.94,30.0,20.0,114.0,7.53,4.78,False,,
2016,Yannick Ngakoue,DE,Maryland,6-2,252.0,4.75,34.5,26.0,118.0,7.35,4.5,True,3,69
2016,Dadi Nicolas,DE,Virginia Tech,6-3,235.0,4.74,41.0,14.0,116.0,7.04,4.38,True,6,203
2016,Robert Nkemdiche,DT,Mississippi,6-3,294.0,4.87,35.0,28.0,116.0,,,True,1,29
2016,Jared Norris,ILB,Utah,6-1,241.0,4.8,29.5,19.0,114.0,,4.52,False,,
2016,Marquez North,WR,Tennessee,6-2,223.0,4.48,35.0,17.0,123.0,6.9,4.13,False,,
2016,Nick O'Toole,P,West Virginia,6-3,219.0,5.05,,,,,,False,,
2016,Shawn Oakman,DE,Baylor,6-8,287.0,4.96,32.0,23.0,123.0,7.53,4.56,False,,
2016,Jaden Oberkrom,K,TCU,6-2,186.0,4.96,,,,,,False,,
2016,Victor Ochi,DE,Stony Brook,6-1,246.0,4.86,32.0,,119.0,7.24,4.4,False,,
2016,Rees Odhiambo,OT,Boise State,6-4,314.0,5.17,,23.0,,,,True,3,97
2016,Emmanuel Ogbah,DE,Oklahoma State,6-4,273.0,4.63,35.5,20.0,121.0,7.26,4.5,True,2,32
2016,Romeo Okwara,DE,Notre Dame,6-5,265.0,4.9,33.0,23.0,120.0,7.38,4.53,False,,
2016,Drew Ott,DE,Iowa,6-4,273.0,4.88,,,,,,False,,
2016,Montese Overton,OLB,East Carolina,6-2,223.0,4.61,34.0,18.0,123.0,7.15,4.47,False,,
2016,Gionni Paul,ILB,Utah,5-10,231.0,5.05,31.0,22.0,113.0,,,False,,
2016,Jordan Payton,WR,UCLA,6-1,207.0,4.47,34.5,,121.0,7.08,4.33,True,5,154
2016,Charone Peake,WR,Clemson,6-2,209.0,4.45,35.5,12.0,122.0,6.96,4.46,True,7,241
2016,Paul Perkins,RB,UCLA,5-10,208.0,4.54,32.0,19.0,124.0,,,True,5,149
2016,Joshua Perry,ILB,Ohio State,6-4,254.0,4.68,33.5,20.0,124.0,,,True,4,102
2016,Kevin Peterson,CB,Oklahoma State,5-10,181.0,4.58,35.5,14.0,121.0,6.94,4.31,False,,
2016,D.J. Pettway,DE,Alabama,6-2,265.0,4.99,28.0,17.0,108.0,7.74,4.69,False,,
2016,Tyvis Powell,S,Ohio State,6-3,211.0,4.46,34.5,15.0,120.0,7.03,4.25,False,,
2016,Dak Prescott,QB,Mississippi State,6-2,226.0,4.79,32.5,,116.0,7.11,4.32,True,4,135
2016,C.J. Prosise,RB,Notre Dame,6-0,220.0,4.48,35.5,,121.0,,,True,3,90
2016,Jimmy Pruitt,CB,San Jose State,6-0,198.0,4.73,32.0,19.0,117.0,,,False,,
2016,Reggie Ragland,ILB,Alabama,6-1,247.0,4.72,31.5,,116.0,,4.28,True,2,41
2016,Jalen Ramsey,CB,Florida State,6-1,209.0,4.41,41.5,14.0,135.0,6.94,4.18,True,1,5
2016,Sheldon Rankins,DT,Louisville,6-1,299.0,5.03,34.5,28.0,118.0,7.44,4.59,True,1,12
2016,D.J. Reader,DT,Clemson,6-3,327.0,5.33,29.5,30.0,99.0,7.9,4.71,True,5,166
2016,Alex Redmond,OG,UCLA,6-5,294.0,5.3,28.0,30.0,111.0,7.75,4.9,False,,
2016,Will Redmond,CB,Mississippi State,5-11,182.0,4.45,,,,,,True,3,68
2016,Jarran Reed,DT,Alabama,6-3,307.0,5.21,31.0,,104.0,7.77,4.75,True,2,49
2016,Hassan Ridgeway,DT,Texas,6-3,303.0,5.02,32.0,24.0,113.0,8.28,4.82,True,4,116
2016,Dominique Robertson,OT,West Georgia,6-5,324.0,5.36,28.5,30.0,100.0,8.42,4.83,False,,
2016,A'Shawn Robinson,DT,Alabama,6-4,307.0,5.2,26.0,22.0,106.0,7.8,4.74,True,2,46
2016,Demarcus Robinson,WR,Florida,6-1,203.0,4.59,34.5,,123.0,6.77,4.19,True,4,126
2016,Rashard Robinson,CB,Louisiana St,6-1,171.0,4.49,35.5,,121.0,,,True,4,133
2016,Alonzo Russell,WR,Toledo,6-4,206.0,4.54,29.5,12.0,112.0,7.18,4.33,False,,
2016,Keivarae Russell,CB,Notre Dame,5-11,192.0,4.49,,17.0,,,,True,3,74
